Gene ID	normal_1656639	neoplasm_1656641	normal_1656634	normal_1656636	normal_1656635	neoplasm_1656647	neoplasm_1656645	normal_1656638	normal_1656637	neoplasm_1656646	neoplasm_1656642	neoplasm_1656644	neoplasm_1656643	normal_1656640
ENSG00000012983	549	1338	881	710	679	437	966	548	964	1144	982	1128	1083	517
ENSG00000013016	418	462	602	1011	229	351	176	596	470	322	86	226	143	2033
ENSG00000013275	1770	677	1602	1409	1270	1219	1072	1239	2253	828	1098	1047	1411	1251
ENSG00000013288	2725	1036	2834	2503	1940	1678	1192	2100	2256	1209	1098	1250	824	4086
ENSG00000013293	5	2	4	8	0	0	1	0	19	9	7	5	1	4
ENSG00000013297	69	197	73	30	58	42	44	36	236	629	165	114	102	56
ENSG00000013306	2642	1261	1926	2114	1898	2458	2553	1885	4604	1375	3543	2302	1676	2474
ENSG00000013364	3114	3190	2155	2146	2280	4912	2763	1798	3329	3866	7267	4971	4821	1531
ENSG00000013374	1115	892	1352	1296	910	620	1484	945	1426	1007	1337	2107	780	1045
ENSG00000013375	1321	844	2135	3009	1160	309	517	1213	2988	477	484	424	437	1021
ENSG00000013392	265	340	410	498	152	67	178	191	610	125	186	149	124	223
ENSG00000013441	5793	3142	6266	4107	6881	1878	2307	4505	12444	2033	4000	3266	2158	3111
ENSG00000013503	425	244	527	636	363	441	335	426	327	304	196	142	555	507
ENSG00000013523	1293	645	1328	1270	936	750	304	844	2220	384	357	505	356	1723
ENSG00000013561	862	711	1169	1097	588	594	769	773	936	685	674	548	692	1178
ENSG00000013563	221	468	253	259	140	332	241	179	281	303	219	267	296	310
ENSG00000013573	555	375	409	383	625	692	374	132	1943	602	1556	1138	677	548
ENSG00000013583	1352	422	2449	2316	1086	2489	776	1410	1485	608	573	538	898	2402
ENSG00000013588	21	9	110	74	336	209	768	35	434	148	327	2418	897	17
ENSG00000013619	280	833	156	193	176	306	303	126	370	960	171	308	468	271
ENSG00000013725	114	107	120	137	132	93	56	84	362	151	101	69	52	389
ENSG00000013810	390	2138	435	465	457	396	762	166	661	463	420	1024	532	388
ENSG00000014123	978	869	1791	1327	981	287	540	1033	1440	639	536	361	708	1153
ENSG00000014138	48	63	47	50	46	29	67	19	102	49	88	114	68	95
ENSG00000014164	2178	1152	1805	1013	2044	1526	1904	1833	3232	728	874	2492	599	2076
ENSG00000014216	2174	2846	2396	2428	1589	2676	4486	1902	2920	4700	2734	6293	6846	2805
ENSG00000014257	17	7	22	21	9	9	83	0	18	9	4	65	7	15
ENSG00000014641	3434	1346	3879	3471	2076	1376	1235	2516	2087	894	1685	949	1631	2648
ENSG00000014824	900	1137	1567	1598	1053	978	1493	977	1073	1005	973	495	1391	1011
ENSG00000014914	727	796	223	191	610	1872	1641	809	568	1151	2784	2451	1354	119
ENSG00000014919	689	654	1003	1066	532	615	406	889	828	560	677	491	700	707
ENSG00000015133	419	616	855	428	753	280	113	435	998	334	172	345	578	837
ENSG00000015153	560	410	707	719	547	125	256	559	1089	427	181	175	392	262
ENSG00000015171	1781	1643	2151	1944	1638	2527	1517	1475	1549	1696	1198	719	1716	1465
ENSG00000015285	413	210	401	499	431	102	130	296	1034	147	223	165	73	450
ENSG00000015413	3	94	12	2	8	39	16	0	33	376	38	117	32	18
ENSG00000015475	934	698	914	1280	662	209	848	651	1015	294	326	360	339	1152
ENSG00000015479	212	216	296	220	419	81	137	123	201	198	162	217	195	107
ENSG00000015520	2740	543	2062	3023	4195	667	372	5745	4960	1150	1208	163	1763	2669
ENSG00000015532	410	666	417	490	313	944	670	391	769	852	831	698	807	689
ENSG00000015568	3	2	2	7	11	3	1	6	6	4	0	4	7	3
ENSG00000015592	6	1	1	5	6	1	0	3	3	3	0	0	0	0
ENSG00000015676	1413	1299	1446	1194	1321	2246	2345	1222	2832	1617	2312	2542	1320	1848
ENSG00000016082	0	4	0	0	0	2	1	0	0	5	0	13	24	0
ENSG00000016391	5034	1295	5298	4152	3108	2886	1288	4386	5307	1004	1177	867	1116	5139
ENSG00000016402	17	10	16	5	20	454	193	2	52	3	0	187	85	34
ENSG00000016490	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000016602	0	0	1	1	0	1	0	0	0	0	0	9	0	0
ENSG00000016864	1528	726	1578	1330	749	667	723	1531	1734	656	746	604	553	1818
ENSG00000017260	1041	2695	1597	1170	941	1507	1565	700	1261	2279	1510	1140	2144	1352
ENSG00000017427	553	10	542	705	286	8	7	201	225	24	7	24	4	378
ENSG00000017483	16	52	36	19	38	33	103	30	93	46	20	74	6	66
ENSG00000017797	1028	1178	1326	1180	847	1285	1666	679	971	1165	1017	723	1254	1022
ENSG00000018189	1897	714	1512	1861	1821	416	990	1132	2255	966	813	616	1054	995
ENSG00000018236	19	120	27	40	50	7	0	8	20	400	11	53	64	35
ENSG00000018280	370	263	465	825	839	67	255	200	858	219	1053	873	111	105
ENSG00000018408	881	3526	1600	1195	1617	3155	1918	852	1688	2570	1745	866	3936	848
ENSG00000018510	1333	769	1694	1333	1005	995	824	1528	1013	656	1365	517	836	1322
ENSG00000018607	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000018610	213	379	325	237	225	244	264	280	194	373	209	173	297	193
ENSG00000018625	8	20	64	28	45	26	13	47	105	26	17	128	18	127
ENSG00000018699	283	189	336	268	195	203	223	292	282	250	378	164	349	230
ENSG00000018869	82	78	81	104	48	10	7	70	183	50	4	20	72	56
ENSG00000019102	80	23	104	33	72	450	403	23	195	19	12	103	46	60
ENSG00000019144	925	6464	1179	567	1063	1597	1141	360	1871	6775	1410	2874	6195	659
ENSG00000019169	1562	11	1602	3924	2335	1	26	947	505	4	13	42	16	5497
ENSG00000019186	0	3	0	0	0	0	18	10	1	31	9	3489	1	1
ENSG00000019485	269	302	274	290	240	309	339	294	411	475	86	179	532	256
ENSG00000019505	80	2164	79	25	42	1845	2140	5	15	5125	1454	549	3352	64
ENSG00000019549	136	461	165	143	570	313	196	134	422	196	113	244	86	946
ENSG00000019582	28410	21885	22068	24835	33340	11497	11449	15624	33239	15603	19203	76801	5915	34662
ENSG00000019991	2392	195	3015	1640	1533	398	32	1525	1187	295	86	213	116	1111
ENSG00000019995	435	330	915	873	481	312	239	607	605	320	127	210	393	812
ENSG00000020129	329	527	294	164	163	1541	832	248	498	742	346	387	782	449
ENSG00000020181	288	2974	528	459	605	1245	631	505	679	2228	710	885	884	1011
ENSG00000020219	0	2	0	0	0	0	0	0	0	1	0	0	2	2
ENSG00000020256	223	374	247	235	187	636	425	197	133	357	253	241	358	366
ENSG00000020426	221	131	275	247	161	65	119	162	377	172	99	167	209	108
ENSG00000020577	1987	895	1801	2223	2049	384	519	1354	1709	1112	764	817	1139	1624
ENSG00000020633	162	198	347	360	370	111	74	179	429	115	93	117	43	551
ENSG00000020922	426	642	435	473	455	310	441	337	492	631	775	555	751	460
ENSG00000021300	47	56	102	29	61	1895	2363	39	107	702	956	490	332	99
ENSG00000021355	4155	1148	1785	2727	2385	778	1495	1418	2613	896	1982	3848	1315	627
ENSG00000021461	1923	20	3304	1031	382	0	4	1079	2216	4	0	15	3	2322
ENSG00000021488	423	20	421	437	273	43	69	571	409	25	21	21	96	495
ENSG00000021574	248	348	467	396	195	149	219	167	328	227	316	195	266	375
ENSG00000021645	15	148	25	20	35	21	53	28	76	43	40	61	78	19
ENSG00000021762	204	708	245	205	378	380	456	190	734	787	325	830	606	263
ENSG00000021776	922	853	1094	963	873	846	898	842	1007	963	510	585	691	764
ENSG00000021826	78606	245	159921	101586	45336	44	129	81413	100520	82	189	1491	102	88433
ENSG00000021852	21602	179	18426	25130	14464	30	145	21656	15568	25	35	547	43	17893
ENSG00000022267	1301	1054	1967	1453	1585	304	150	1365	1661	885	228	789	255	1172
ENSG00000022277	967	689	1231	1222	898	1056	863	907	1113	693	749	613	901	1016
ENSG00000022355	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000022556	11	25	83	26	46	475	5	17	84	11	34	46	743	52
ENSG00000022567	77	231	142	106	231	2581	344	51	282	306	273	226	393	183
ENSG00000022840	3862	1796	3664	2871	2850	1742	2329	3435	4515	1531	1475	2048	2921	2601
ENSG00000022976	274	329	405	300	299	138	158	357	785	160	119	259	338	331
ENSG00000023041	1030	717	1242	901	923	1089	824	801	1350	708	646	801	1043	953
ENSG00000023171	74	2192	292	90	184	610	1689	56	212	1262	614	2146	1132	349
ENSG00000023191	3081	2075	3506	3443	3362	2244	1930	2186	3747	2501	1529	2140	3601	3732
ENSG00000023228	3898	1681	4234	4849	2449	1635	1290	3105	2364	1568	2143	696	1277	3537
ENSG00000023287	1746	1067	2379	2045	1367	1586	1003	1180	2104	812	1015	452	982	1033
ENSG00000023318	2775	1259	2754	2618	1674	401	772	2157	2222	1009	579	1095	1447	1671
ENSG00000023330	12766	424	24007	18217	5681	555	479	19098	15943	337	470	690	401	8332
ENSG00000023445	2077	2347	1099	2283	3408	1332	909	1094	899	1335	4144	4714	3170	925
ENSG00000023516	1032	1473	1900	1525	1270	869	1177	1077	1623	1205	790	701	916	1123
ENSG00000023572	489	209	638	571	511	313	467	442	683	267	405	248	266	298
ENSG00000023608	81	61	128	67	105	34	69	70	162	103	83	95	120	54
ENSG00000023697	1542	298	2167	1983	1140	332	761	1504	1144	550	661	706	1139	1238
ENSG00000023734	1399	1148	1961	1749	1118	1415	1193	1311	1501	1608	934	702	2729	1430
ENSG00000023839	14560	44	14927	12644	16984	101	330	9956	25638	34	3841	351	283	11310
ENSG00000023892	242	278	292	268	275	269	161	196	865	220	238	334	72	510
ENSG00000023902	643	690	425	614	714	209	427	438	1305	513	707	700	447	562
ENSG00000023909	2107	460	2698	1909	2553	564	556	2253	1679	404	1640	119	453	922
ENSG00000024048	2209	1982	2683	2671	2112	1594	1020	2053	3095	1243	989	931	1129	2111
ENSG00000024422	412	1894	943	357	945	1344	434	385	664	995	682	864	2044	540
ENSG00000024526	13	25	43	20	4	29	144	0	16	19	41	24	91	7
ENSG00000024862	633	144	975	795	433	110	216	578	934	152	427	221	127	597
ENSG00000025039	250	172	614	427	331	41	100	379	297	131	509	151	185	275
ENSG00000025156	99	93	153	135	116	51	144	120	234	136	106	132	115	147
ENSG00000025293	446	824	971	773	586	913	644	464	792	869	483	433	792	534
ENSG00000025423	18271	37	16831	23296	10055	23	41	16613	7991	15	20	321	27	20217
ENSG00000025434	1923	570	2074	1854	1364	614	571	1983	3165	469	537	842	512	3245
ENSG00000025708	2306	926	1194	2081	1650	2207	770	1400	3033	887	1276	2505	1542	1439
ENSG00000025770	832	356	665	685	817	489	587	771	1574	355	288	718	371	798
ENSG00000025772	444	299	428	334	268	527	515	310	398	504	317	403	338	343
ENSG00000025796	2546	2186	4011	3644	2184	706	1214	2214	2232	1231	1177	754	1368	2653
ENSG00000025800	1777	1238	1927	1578	1945	718	1512	1357	1288	1570	723	644	831	1213
ENSG00000026025	3191	11103	3832	2706	4114	9035	2256	1822	6702	10477	4997	5022	10184	1910
ENSG00000026036	117	119	102	151	123	259	134	149	188	147	137	291	113	214
ENSG00000026103	504	286	706	715	511	226	358	721	533	543	493	791	334	492
ENSG00000026297	620	554	969	920	846	319	390	516	1362	367	838	346	686	1098
ENSG00000026508	962	4571	953	1311	969	291	289	448	1092	3828	5705	6224	3718	1408
ENSG00000026559	4	27	6	4	27	298	37	3	22	28	34	7	55	21
ENSG00000026652	245	252	181	127	279	74	247	96	307	251	451	207	236	123
ENSG00000026751	241	189	431	411	440	89	110	231	316	114	89	86	39	746
ENSG00000026950	633	1549	861	1131	497	858	864	677	2568	1031	3326	3896	941	1550
ENSG00000027001	319	405	437	390	159	196	378	270	228	385	164	169	289	280
ENSG00000027075	266	265	564	353	366	173	233	358	738	373	266	336	243	605
ENSG00000027644	0	10	12	1	14	1	1	0	9	8	2	0	3	3
ENSG00000027697	3537	1049	3350	5245	3199	452	508	2160	2906	841	904	1257	838	1268
ENSG00000027847	435	381	533	454	408	854	392	420	935	424	470	601	431	711
ENSG00000027869	108	45	122	113	158	14	19	77	327	68	50	102	28	74
ENSG00000028116	262	239	283	271	209	116	107	141	187	162	324	177	236	155
ENSG00000028137	2367	609	1567	1965	2076	350	285	2120	3049	461	433	442	212	1639
ENSG00000028203	1197	1633	1465	1301	1135	1471	1894	1026	1297	1891	873	1017	5334	764
ENSG00000028277	366	179	189	247	324	54	129	195	440	170	163	224	67	373
ENSG00000028310	634	743	767	612	685	1103	913	515	1061	779	700	969	891	665
ENSG00000028528	5701	1933	3740	4634	2992	1891	2467	2913	4345	2275	1396	1609	1673	2835
ENSG00000028839	288	211	346	257	162	125	134	206	400	128	74	153	137	294
ENSG00000029153	733	346	390	490	519	556	512	328	672	523	811	350	1020	68
ENSG00000029363	2294	1419	3007	3059	2744	818	1053	2161	3366	1590	1331	1007	1609	1674
ENSG00000029364	1946	1478	2523	2335	1255	1410	976	1340	1945	945	990	556	1806	2457
ENSG00000029534	9	10	4	13	125	17	8	13	35	22	7	74	158	16
ENSG00000029559	0	181	2	2	0	0	12	0	0	5	26	14	1	1
ENSG00000029639	335	116	331	300	158	83	95	239	452	120	137	82	93	302
ENSG00000029725	1906	995	2264	2269	1681	840	889	1739	2469	1236	910	678	1198	1588
ENSG00000029993	963	1325	1093	592	1127	276	285	672	1140	808	529	185	754	387
ENSG00000030066	910	1016	1140	1149	884	729	789	767	1050	955	385	441	1497	1016
ENSG00000030110	212	320	161	137	169	379	199	80	155	217	299	176	257	168
ENSG00000030304	1	2	19	13	11	3	0	9	9	1	1	4	0	8
ENSG00000030419	206	78	195	149	150	135	192	68	127	94	43	392	22	176
ENSG00000030582	3482	4668	5458	4481	3605	6347	4069	2744	2182	4469	5111	3729	5004	8116
ENSG00000031003	513	761	710	527	528	623	598	399	550	580	342	495	620	517
ENSG00000031081	399	519	527	441	453	235	215	312	634	374	140	360	261	564
ENSG00000031691	31	73	45	36	41	33	45	36	50	28	58	22	84	41
ENSG00000031698	2370	1325	2307	2501	2682	1804	2322	2021	2689	1735	1159	1112	2227	2099
ENSG00000031823	1112	879	988	1088	1077	1169	1104	1207	2280	894	852	984	1036	1146
ENSG00000032219	832	746	1331	1375	1152	342	326	1589	1477	935	323	443	788	1024
ENSG00000032389	244	259	306	270	228	277	253	266	374	249	359	254	443	497
ENSG00000032444	1361	848	1545	1014	863	1702	1277	1237	2527	873	1503	1370	1280	2186
ENSG00000032742	990	271	904	730	621	225	394	703	1116	286	212	257	193	353
ENSG00000033011	222	146	316	308	182	330	229	226	197	236	324	183	268	331
ENSG00000033030	1184	599	931	860	1009	225	711	949	1877	495	475	564	973	822
ENSG00000033050	180	110	110	109	141	198	287	144	279	197	246	316	161	124
ENSG00000033100	1121	710	852	992	805	487	1188	805	1705	840	1113	1139	1048	931
ENSG00000033122	60	27	64	68	112	24	63	61	210	45	40	36	43	62
ENSG00000033170	73	234	189	77	124	130	127	75	229	231	91	483	260	192
ENSG00000033178	1038	985	1352	1191	1150	403	1124	1065	1383	1073	811	599	1442	767
ENSG00000033327	651	786	616	828	774	487	2377	550	646	885	565	521	756	585
ENSG00000033627	3350	1269	2629	2214	2565	2523	1535	3090	4588	1227	2577	1834	1107	1989
ENSG00000033800	622	686	884	927	637	905	858	595	693	718	554	580	622	968
ENSG00000033867	222	581	611	334	302	360	402	221	563	679	329	311	601	368
ENSG00000034053	51	559	106	76	67	313	25	71	170	230	69	103	398	127
ENSG00000034152	2909	555	1734	2194	3467	1379	944	3063	5976	1160	792	1092	1600	1822
ENSG00000034239	9	3	31	1	21	8	9	6	15	3	9	19	37	97
ENSG00000034510	3032	8294	3219	2605	3282	8513	10209	2093	5760	9366	21683	10728	16118	2065
ENSG00000034533	146	153	167	159	104	85	116	129	179	116	84	84	158	208
ENSG00000034677	4047	4984	3791	4023	3775	7000	10435	3569	4472	9252	3683	3265	5800	1450
ENSG00000034693	486	66	484	596	337	52	102	372	319	115	160	97	80	373
ENSG00000034713	1058	864	1517	1119	912	869	835	969	1278	805	1652	844	723	1017
ENSG00000034971	0	0	0	1	0	0	0	0	0	0	2	0	0	8
ENSG00000035115	324	1646	722	364	409	1743	1458	271	719	1220	1618	1056	1424	493
ENSG00000035141	1159	608	999	1153	669	376	672	964	1471	463	1161	651	792	655
ENSG00000035403	2488	4056	1797	1622	2241	2600	1569	2617	3699	3766	1699	2139	3764	937
ENSG00000035499	10	77	30	14	10	419	1229	1	64	381	527	390	1051	19
ENSG00000035664	503	116	228	241	554	84	160	121	216	119	116	615	100	205
ENSG00000035681	391	601	470	366	383	884	414	299	586	398	399	282	587	438
ENSG00000035687	766	963	851	718	851	1144	919	488	681	1301	707	416	1595	471
ENSG00000035720	11	1	16	4	23	6	7	4	16	11	0	12	2	14
ENSG00000035862	1633	9363	3492	2258	2951	2411	3892	1563	2184	8774	7249	5845	5907	2920
ENSG00000035928	957	1011	1560	1412	1222	1191	1250	875	1192	945	716	368	1420	1332
ENSG00000036054	882	764	1249	1120	935	395	673	737	1321	636	470	481	585	880
ENSG00000036257	1161	850	1523	1603	1054	1046	841	1146	1001	916	704	468	773	1214
ENSG00000036448	116	74	285	200	204	294	62	193	266	24	17	70	100	171
ENSG00000036473	3305	9	5824	4805	2099	66	9	4064	1671	3	7	76	6	4906
ENSG00000036530	15	43	76	38	34	14	21	67	199	23	8	40	18	93
ENSG00000036549	787	786	1227	1068	897	741	995	776	1181	1108	603	311	1046	1005
ENSG00000036565	4	4	2	0	0	1	0	0	35	1	0	3	2	5
ENSG00000036672	606	10	640	589	614	31	10	1128	1544	35	30	82	19	157
ENSG00000036828	22	1	55	32	24	1154	38	2	51	7	31	81	1	107
ENSG00000037042	405	530	364	380	339	637	887	296	1018	440	1110	798	446	383
ENSG00000037241	337	177	416	299	205	308	233	339	184	153	192	209	227	332
ENSG00000037280	523	934	1131	974	1144	500	236	913	2777	281	321	623	249	1520
ENSG00000037474	2292	1193	2559	3093	2475	1515	1655	2117	5193	1226	1295	2387	1671	1499
ENSG00000037637	611	308	671	612	600	303	309	630	1065	342	337	349	321	609
ENSG00000037749	351	359	428	397	202	345	321	124	145	360	162	185	417	338
ENSG00000037757	669	353	469	583	393	1080	627	563	719	545	675	537	644	938
ENSG00000037897	396	76	211	178	206	208	172	215	472	105	148	160	238	128
ENSG00000037965	0	0	0	1	0	0	0	0	0	1	51	28	124	0
ENSG00000038002	470	177	565	505	322	396	130	309	493	253	239	129	280	422
ENSG00000038210	634	163	1158	969	657	122	144	534	919	108	130	232	204	892
ENSG00000038219	1221	1485	1565	1741	1230	1666	1839	988	1277	1726	1148	981	1389	1091
ENSG00000038274	1016	831	1933	1519	1113	1137	952	827	1449	659	855	800	581	2198
ENSG00000038295	4	7	34	5	14	10	10	6	115	33	0	76	91	15
ENSG00000038358	1587	880	1366	1155	1407	1495	903	1337	1855	1038	1278	765	979	1442
ENSG00000038382	2604	4167	2111	1892	2105	2950	3332	1801	2969	3495	2772	2292	3900	1651
ENSG00000038427	361	13576	628	573	779	10145	1738	153	725	8769	4698	4147	2494	274
ENSG00000038532	804	526	1065	757	646	804	810	590	1550	622	1269	778	842	860
ENSG00000038945	998	708	989	1027	798	194	149	230	647	405	308	178	140	640
ENSG00000039068	2772	9482	4416	4666	3231	8348	3528	4729	4176	8718	6173	3239	6549	3767
ENSG00000039123	1131	828	1486	1199	896	1127	1068	960	1043	1005	876	667	1066	1002
ENSG00000039139	277	186	227	101	153	1037	422	47	335	423	574	330	427	170
ENSG00000039319	1273	994	1510	1420	1131	771	488	937	1255	810	766	420	802	1012
ENSG00000039523	1445	893	957	945	1133	881	763	972	2230	983	1155	941	1199	1092
ENSG00000039537	33363	68	45707	40295	26458	55	485	28476	26616	150	1370	999	435	22907
ENSG00000039560	1234	1295	1548	1371	1131	380	724	920	1239	858	1067	1172	1083	1762
ENSG00000039600	2	6	0	1	3	6	1	0	0	4	0	4	4	7
ENSG00000039650	841	882	818	774	745	1009	1057	713	1699	744	1142	1126	1142	679
ENSG00000039987	0	2	2	7	1	0	2	6	0	2	0	0	3	1
ENSG00000040199	601	374	565	558	665	282	442	497	1003	750	374	291	525	289
ENSG00000040275	148	194	116	79	64	156	243	75	129	266	191	223	406	78
ENSG00000040341	507	675	998	793	588	678	730	688	768	479	451	240	836	581
ENSG00000040487	826	153	899	680	709	219	212	755	2119	173	186	381	265	858
ENSG00000040531	647	537	716	492	415	551	682	553	973	600	1030	611	671	570
ENSG00000040608	249	117	313	156	144	105	56	101	267	97	43	72	116	165
ENSG00000040633	908	415	673	732	448	384	451	589	903	609	327	353	563	361
ENSG00000040731	0	0	0	0	0	0	0	0	6	0	0	1	1	0
ENSG00000040933	668	466	779	638	727	607	623	415	1067	557	704	528	504	898
ENSG00000041353	51	46	85	127	97	561	3813	114	19	166	998	1298	1561	58
ENSG00000041357	2118	1096	2186	1929	1458	793	1606	1639	2320	1132	846	1131	1238	1304
ENSG00000041515	378	1	382	291	235	19	22	186	342	2	0	27	779	293
ENSG00000041802	2537	845	1651	1575	1443	588	921	1048	2183	881	321	591	832	758
ENSG00000041880	1270	792	1232	930	809	981	596	1017	2087	713	493	643	397	1462
ENSG00000041982	157	1186	702	453	747	169	1338	315	554	11637	3632	7166	351	385
ENSG00000041988	211	120	218	115	146	118	107	120	480	111	143	176	106	277
ENSG00000042062	523	4544	1447	832	1269	180	131	978	2258	1107	46	369	2365	1032
ENSG00000042088	175	255	310	185	126	165	147	189	175	189	107	101	261	257
ENSG00000042286	669	229	695	522	406	743	656	474	1031	294	462	325	798	817
ENSG00000042304	0	0	0	0	0	0	1	0	25	1	0	0	0	1
ENSG00000042317	180	193	290	199	106	132	134	123	488	161	144	157	246	185
ENSG00000042429	173	249	220	140	169	133	127	131	304	154	123	140	223	138
ENSG00000042445	3976	1097	6226	4830	2801	2789	1836	5272	2921	1015	2187	1544	1210	7579
ENSG00000042493	99	535	320	166	132	1637	681	46	141	268	540	457	1012	215
ENSG00000042753	1121	452	1246	1102	967	703	597	944	1460	370	707	746	557	1563
ENSG00000042781	304	18	491	944	396	10	14	362	281	7	24	21	6	1732
ENSG00000042813	0	0	0	3	1	0	0	0	3	0	0	0	1	1
ENSG00000042832	12	31	40	23	49	34	34	48	110	14	19	18	15	41
ENSG00000042980	55	312	204	121	170	131	2332	70	327	264	4068	936	527	183
ENSG00000043039	3	13	5	2	0	29	5	0	5	44	98	32	225	0
ENSG00000043093	660	770	1385	1023	605	416	603	815	1049	596	256	274	589	961
ENSG00000043143	305	1560	481	543	401	2225	1311	345	638	1584	650	2030	1600	934
ENSG00000043355	0	112	0	0	1	3	4	0	0	14	52	4	98	1
ENSG00000043462	929	659	879	948	1037	284	403	672	1782	448	376	358	228	1072
ENSG00000043514	375	468	467	178	247	272	384	266	841	379	326	199	374	269
ENSG00000043591	29	6	37	26	472	17	3	24	61	3	3	21	3	163
ENSG00000044012	23	4	39	24	45	8	1	33	17	7	2	158	2	17
ENSG00000044090	844	2630	1256	1004	697	1690	1649	986	1682	1719	2750	1189	1350	1056
ENSG00000044115	4849	6054	5787	4479	4969	8481	7319	3893	4074	6811	4654	5005	9170	4112
ENSG00000044446	5626	1784	4187	3753	5733	1525	2417	5844	5806	1764	2135	741	733	3820
ENSG00000044459	902	159	1142	884	525	45	117	767	1031	156	168	128	107	679
ENSG00000044524	145	695	497	241	303	447	157	82	305	1981	175	232	338	329
ENSG00000044574	10807	5918	11031	8658	6156	5148	6068	10471	5891	6823	4703	6196	8873	9393
ENSG00000046604	1061	1961	1307	1191	736	3622	9136	699	588	4858	7887	3708	9846	704
ENSG00000046647	299	472	318	223	155	383	554	268	367	447	312	242	326	220
ENSG00000046651	914	1855	1208	476	661	603	1437	857	2276	1070	1134	1310	802	654
ENSG00000046653	64	316	106	81	104	86	212	53	73	163	48	130	125	87
ENSG00000046774	0	0	0	0	0	0	0	4	2	0	12	1242	0	0
ENSG00000046889	132	208	501	286	330	151	41	196	320	192	39	160	88	213
ENSG00000047056	561	555	673	515	562	884	287	598	1125	436	403	333	502	820
ENSG00000047188	1647	838	2092	1594	1338	1018	956	1259	2009	817	979	732	763	1033
ENSG00000047230	505	1267	607	553	361	660	570	506	570	1147	509	459	872	446
ENSG00000047249	427	511	678	516	353	1323	496	310	470	452	525	253	885	570
ENSG00000047315	1661	1764	1754	1724	1525	1815	2164	1322	1769	2124	1240	712	2218	1293
