Gene Symbol;CMVnull_1;CMVnull_2;CMVnull_3;CMVnull_4;CMVnull_5;GATA6_1;GATA6_2;GATA6_3;GATA6_4;GATA6_5;GATA6_6;GATA6_7
TKTL1 ;4.363258;4.342624;4.434209;4.305396;4.200601;4.699039;4.316044;4.382123;4.828841;4.436164;4.049874;4.789714
CSAD ;6.293367;6.373579;6.202168;6.323106;6.067846;6.614064;6.61917;6.583017;6.435814;6.50402;6.258761;6.362715
CXorf40B ;5.8783;5.927431;6.003957;5.508424;6.457346;6.247812;6.273492;6.486059;6.458285;6.12049;6.010715;6.077924
PIGT ;9.804323;9.981564;9.916102;9.781098;9.823672;10.14114;10.13629;9.99126;10.15567;10.2081;9.921721;10.13753
ZNF10 ;5.029362;5.151925;4.999269;5.135741;5.054826;5.405441;5.350283;5.282369;5.216386;5.246166;4.993692;5.404063
RANBP10 ;6.765529;6.820186;6.740781;6.759517;6.760331;6.897025;7.183125;7.049853;6.965493;6.9956;6.749943;7.038259
PLA2G5 ;4.878877;4.597038;4.859477;4.841455;4.790405;4.849188;5.042634;5.106781;5.220459;5.209424;5.016079;5.230322
SNTB2 ;9.287003;9.194475;9.245236;9.133898;9.105778;9.570568;9.341246;9.410991;9.436682;9.530606;9.131338;9.363802
NOMO3 ;11.26;11.2847;11.29044;11.26315;11.26202;11.53322;11.57788;11.32915;11.51934;11.62444;11.26003;11.57664
ZC4H2 ;5.454286;5.589216;5.453775;5.620871;5.671136;6.021388;5.578281;6.400848;5.716011;5.755966;5.451581;5.621944
ZNF334 ;5.406542;5.320338;5.381541;5.205914;5.558683;5.671742;5.794887;5.47366;5.626402;5.50689;4.557023;5.303256
SPATA18 ;7.617688;7.649942;7.731414;7.613658;7.607755;7.958457;7.874255;8.008197;7.786079;7.950956;7.652761;7.827332
PTK7 ;7.094541;7.413482;7.295983;7.055665;7.327888;7.531081;7.612578;7.314804;7.565383;7.627772;7.327827;7.516553
TP53 ;9.157886;9.161998;8.987481;8.940371;9.136828;9.448114;9.304682;9.211621;9.316135;9.35263;9.063667;9.386384
ANGEL1 ;5.419351;5.330353;5.243678;5.340456;5.222102;5.623369;5.542322;5.475822;5.458086;5.567733;5.01334;5.51616
ZNF454 ;4.870829;4.956239;4.159979;4.5604;4.639104;4.991453;5.054997;5.111615;4.948256;4.583439;4.533446;4.905567
GFRA1 ;4.465131;4.972246;4.702936;4.582729;5.072482;5.277722;5.185658;5.120859;4.759283;4.917087;4.86621;5.236307
RNF114 ;8.658119;8.640972;8.551483;8.588784;8.544224;8.832013;8.896857;8.93023;8.777344;8.940792;8.581395;8.725218
NFX1 ;7.963739;8.017753;7.809927;7.944233;7.618463;8.2043;8.032971;8.29936;7.963235;8.206156;7.726426;8.057807
TAF8 ;6.08612;6.076094;6.208985;6.212305;5.977212;6.413962;6.358028;6.619522;6.308632;6.358896;6.089855;6.21862
RAB33B ;7.180428;7.02016;6.9288;6.812402;6.732345;7.364097;7.180722;7.295156;7.043839;7.122851;6.685143;7.071548
SNAI2 ;10.32834;10.60796;10.4786;10.50544;10.41986;10.65479;10.70509;11.10584;10.68486;10.6711;10.43177;10.63596
NUMA1 ;6.921898;6.838784;7.007733;6.925142;6.938366;7.124862;7.251948;7.000731;7.166409;7.204073;6.8362;7.292726
BAZ1B ;8.405883;8.261582;8.259604;8.443293;8.292989;8.67931;8.696543;8.622109;8.540518;8.614007;8.438519;8.511963
PTGR2 ;5.081773;5.320779;5.321235;5.363806;5.091244;5.418033;5.507379;5.680461;5.395136;5.464713;5.147155;5.492501
ZCCHC18 ;5.219207;4.792366;4.749322;5.175015;5.036516;5.460239;5.320113;5.17644;5.435576;5.210681;5.061355;5.164224
RAB11B-AS1 ;7.53976;7.240844;7.248207;7.468637;7.139021;7.727944;7.519217;7.597291;7.600176;7.512605;7.157978;7.503751
LOC100996554  // LOC100996442  // LOC100132055 ;5.645492;5.718934;5.558198;5.531567;5.435741;5.802771;5.851139;6.205005;5.823993;5.85389;5.76368;5.801789
KIAA0825 ;5.176242;4.902904;5.049863;5.021276;4.904129;5.543391;5.119975;5.478702;5.114326;5.209197;5.017235;5.305998
CASP2 ;7.638277;7.443433;7.510071;7.563668;7.407779;7.82724;7.723059;8.032357;7.668523;7.75043;7.506612;7.695818
C8orf31 ;5.617382;5.638729;5.679383;5.35096;5.640189;5.964625;6.075974;5.818693;5.852472;5.762177;5.630138;5.737885
ARHGDIG ;6.727447;5.885553;6.46558;6.510064;6.409654;6.685787;6.564863;6.680653;6.719163;6.388441;6.235688;7.139009
FBXO8 ;7.306028;7.276242;7.256089;7.620331;7.487369;6.995346;7.144547;7.167202;6.773614;7.206584;7.417501;7.056533
TBC1D1 ;6.122153;5.927135;6.082222;5.990585;6.136861;5.820896;5.738491;5.956563;5.563958;5.711858;6.197949;5.729403
PPIL4 ;8.784177;8.754057;8.937377;8.92578;8.717439;8.513262;8.318647;8.823411;8.455766;8.500849;8.840114;8.348434
CLTCL1 ;7.08477;7.123462;6.957141;6.765733;7.054718;6.606523;6.805738;6.760298;6.661308;6.77842;7.131554;6.555414
SUPT3H ;7.080688;7.2037;7.093081;7.201569;6.929224;6.689312;6.65592;6.966945;6.720243;6.794425;7.100741;6.862925
PET112 ;6.695865;6.841111;6.742812;6.844724;6.680198;6.472228;6.506249;6.416914;6.382772;6.585774;6.709953;6.272456
IGLC1 ;4.879689;4.325836;4.390688;4.449715;4.551228;3.720891;4.280012;3.944778;4.251907;4.244483;4.625484;4.536959
CYCS ;5.59008;5.371543;5.357962;5.217641;5.164376;4.943708;5.158785;5.021463;4.840685;5.02166;5.364429;5.108666
ZNF576 ;6.738386;6.656471;6.923056;6.623216;6.80593;6.561139;6.382387;6.306245;6.374717;6.587581;6.603563;6.130858
OR4C12 ;5.137537;4.798757;4.760973;4.505168;4.948071;4.3773;4.537622;4.405748;4.690686;4.526222;4.957006;4.506081
FLJ41200 ;5.48918;5.466488;5.71806;5.460871;5.402072;5.13515;4.966497;5.209538;5.159184;5.418486;5.573226;5.252232
TMEM167B ;7.962604;8.18059;7.924489;8.055142;7.995984;7.784526;7.787483;7.848839;7.615757;7.661856;7.995296;7.489536
OTTHUMG00000163588  // CTC-367J11.1 ;4.608939;5.044422;4.671246;5.068292;4.759207;4.733861;4.260733;4.724662;4.445014;4.485283;4.929359;4.308257
CD4 ;4.962009;4.838507;4.904967;4.706603;4.895543;4.659548;4.524617;4.397544;4.550436;4.634593;4.7523;4.388331
SERPINE1 ;13.61907;13.65605;13.65797;13.62784;13.60403;13.29353;13.3724;13.39994;13.35123;13.36797;13.67306;13.32269
MTHFD2L ;5.254323;5.672865;5.533226;5.458533;5.35328;5.090242;5.103811;5.194089;5.218397;4.947489;5.391069;5.162818
MED18 ;5.199026;5.456828;5.157552;5.447349;5.460806;4.96202;4.833638;4.74353;5.022094;5.32394;5.107478;4.849496
VIMP ;6.695286;6.937397;6.672894;6.873035;6.589622;6.466137;6.489155;6.505985;6.307433;6.501476;6.787171;6.376487
ALG14 ;7.433023;7.4338;7.507567;7.579877;7.457065;7.121441;7.131633;7.260127;7.21754;7.100119;7.456147;7.237072
PRR16 ;6.784508;6.526838;6.492864;6.644178;6.728743;6.373309;6.187756;6.497228;6.348566;6.262016;6.724094;6.317523
OTTHUMG00000149070  // XXbac-BPG254F23.5 ;6.263523;6.174317;5.409263;5.734591;5.800236;5.317199;5.664739;5.575927;5.549502;5.436566;5.740101;5.355724
RRAS2 ;6.195504;6.230289;6.034006;6.302553;6.281594;5.851966;5.986172;5.91205;5.954763;5.921246;6.211947;5.778553
MCTP2 ;5.506294;5.688608;5.39142;5.420205;5.558425;5.12365;5.357956;5.112791;5.159746;5.0044;5.347332;5.21664
WDR46 ;7.055202;7.020322;7.088337;6.895046;6.885349;6.935709;6.745614;6.712101;6.505215;6.805995;7.143098;6.32989
PDGFRB ;7.620448;7.636791;7.565031;7.403059;7.552643;7.287202;7.4338;6.966961;7.345439;7.224251;7.559771;7.121253
LOC100505502 ;4.276433;4.732213;4.113515;4.37647;4.964414;4.248127;4.21531;4.122364;4.382715;3.605229;4.412248;3.958546
CAPN2 ;10.31801;10.31229;10.33321;10.31897;10.29439;10.10723;9.998272;9.96413;10.03877;10.00922;10.27833;10.00315
TRAJ59 ;7.224883;7.647049;7.122901;7.612802;8.186111;7.044917;6.967924;6.729807;7.75907;7.151039;7.645202;7.284484
MIR4269 ;4.617182;4.447252;4.727243;4.618819;4.820745;4.531849;4.169776;3.930818;3.367813;4.865002;4.883449;4.653857
C6orf48 ;11.54925;11.34621;11.37733;11.60014;11.4418;11.1418;11.20459;11.08188;11.09739;11.18087;11.40809;11.18537
GLTSCR2 ;8.852023;8.792758;8.737534;8.840955;8.686047;8.585561;8.50211;8.358116;8.508533;8.469821;8.805793;8.484922
SNX7 ;8.610476;8.498591;8.639966;8.714518;8.477507;8.283195;8.231079;8.438224;8.269429;8.211885;8.580256;8.245016
PLEKHA1 ;7.729961;7.657336;7.564294;7.553384;7.519405;7.26597;7.251941;7.474063;7.145721;7.349444;7.568597;7.236794
LOXL1 ;9.970002;9.90234;9.883919;9.87768;9.938128;9.66731;9.529476;9.388671;9.651367;9.734078;9.898603;9.646504
VEGFA ;9.802643;10.03041;10.03493;10.00269;9.806328;9.636856;9.688698;9.694986;9.62652;9.630475;10.08261;9.632507
GART ;6.911673;6.890247;6.788983;7.019278;6.833666;6.687848;6.675784;6.597514;6.595219;6.602849;6.958849;6.36983
PIK3CD ;6.597531;7.017169;6.717493;6.81793;6.56627;6.417188;6.298248;6.428939;6.428237;6.689447;7.189534;6.543121
COMMD8 ;7.636007;7.693659;7.565991;7.980972;7.631332;7.414271;7.41022;7.484369;7.143609;7.274175;7.463994;7.24769
SHISA8 ;5.766818;5.996276;5.582414;5.536392;6.104397;5.333039;5.251108;5.255612;5.460817;5.67924;5.712537;5.60225
EFTUD2 ;9.65699;9.643243;9.624292;9.623157;9.527687;9.416037;9.401004;9.320704;9.282254;9.342663;9.747687;9.269828
C11orf57 ;7.540187;7.619342;7.576789;7.640444;7.515724;7.18399;7.228005;7.522904;7.080482;7.273577;7.570746;7.281909
SNORD90 ;5.690479;5.545467;5.341434;5.217721;5.302458;5.438929;4.700417;4.276633;5.350282;5.447895;5.453325;4.857411
TOX ;5.827023;5.697433;5.588758;5.40836;5.564148;5.553388;5.329586;5.354908;5.335354;5.020067;5.630145;5.08988
RNFT1 ;7.446198;7.185246;7.170834;7.407316;6.978704;6.979509;6.963029;7.020426;6.61053;6.992992;7.094412;6.650755
SNORA71B ;7.541855;7.449836;7.151703;7.688272;7.441447;7.310815;7.271835;6.505002;7.059525;7.213698;7.703457;7.356046
C6orf48 ;9.965939;9.858664;9.92047;10.02272;9.797414;9.673931;9.642179;9.511189;9.563313;9.710347;9.933475;9.58374
C6orf48 ;9.965939;9.858664;9.92047;10.02272;9.797414;9.673931;9.642179;9.511189;9.563313;9.710347;9.933475;9.58374
C6orf48 ;9.965939;9.858664;9.92047;10.02272;9.797414;9.673931;9.642179;9.511189;9.563313;9.710347;9.933475;9.58374
RPS21 ;9.539574;9.457286;9.560926;9.618429;9.512157;9.150614;9.260126;9.054385;9.26317;9.311234;9.523519;9.340814
RPL21 ;12.02832;11.91943;11.96862;12.04228;11.93119;11.70562;11.60914;11.58958;11.69323;11.60203;11.95138;11.83366
SNORA12 ;9.848528;9.56918;9.663981;9.66314;9.666954;9.531759;9.615971;8.306549;9.531297;9.461771;9.787506;9.287647
SNORA10 ;8.507722;8.152845;8.334269;8.181926;8.356714;8.308918;8.350282;7.292073;8.074933;7.952891;8.684124;7.891331
GTF2F2 ;8.328041;8.342449;8.361561;8.49913;8.195325;7.882828;8.037381;8.33311;7.909233;7.897891;8.205773;7.894899
CCDC43 ;8.231317;8.200688;8.262432;8.274516;8.094457;7.974114;7.682338;8.174954;7.757254;7.957261;8.183621;7.742446
RPL9 ;7.924672;7.723918;7.821861;7.90656;7.746582;7.682549;7.490571;7.359024;7.520058;7.55711;7.835695;7.499515
NME1-NME2 ;7.464139;7.44854;7.500895;7.540507;7.578158;7.262475;7.22268;6.82666;7.242156;7.283624;7.468047;7.232952
PPP2R3C ;6.532066;6.520911;6.575727;6.624262;6.379654;6.248838;6.247623;6.390623;6.195177;6.256907;6.561438;5.945864
HLCS-IT1 ;4.94682;5.151593;4.865934;5.20311;5.131718;4.449504;4.675445;4.852519;4.86467;4.486921;4.687069;4.584758
ACSL3 ;9.464461;9.278991;9.427601;9.415856;9.455015;9.127792;9.116946;9.139052;9.119344;9.018551;9.381134;9.136249
C6orf48 ;9.960848;9.852486;9.926781;9.992178;9.776413;9.640942;9.641013;9.506364;9.567405;9.710721;9.94245;9.579268
MIR130B ;5.103856;5.180417;5.595553;4.870379;5.27898;5.706403;5.653931;5.344257;6.191829;4.949392;5.522953;5.756599
SPAG4 ;6.460732;6.488359;6.403504;6.460042;6.059391;6.503654;6.712166;6.475134;6.859505;6.576899;6.249216;6.661972
CCDC71L ;7.687958;7.659186;7.658149;7.72359;7.795201;8.025487;7.884566;7.890369;7.921082;7.966175;7.689138;7.997183
CES1 ;5.464394;5.347121;5.561049;5.349865;5.309082;5.473882;5.67788;5.565442;5.790917;5.63504;5.416439;5.930272
SGK196 ;7.120035;7.260778;7.112901;7.168387;7.249907;7.564799;7.378005;7.558232;7.324323;7.456706;7.132591;7.309465
TOP2A ;6.344084;6.333637;6.399046;6.326822;6.159009;6.661239;6.860314;6.564884;6.676527;6.650603;6.508488;6.316535
CA5BP1 ;7.202267;7.81199;7.575119;7.441229;7.323489;7.688769;7.7837;7.990528;7.759071;7.733209;7.544197;7.647607
DNAJC9 ;6.466275;6.182223;6.355928;6.428216;6.421448;6.843488;6.691757;6.702167;6.622412;6.537313;6.519498;6.567092
ZNF816-ZNF321P ;5.013191;4.161752;4.841367;4.836688;4.86534;5.206453;4.998847;4.864298;5.281196;4.770239;4.608646;5.07242
FOS ;5.849787;5.144507;5.629547;5.511497;5.32651;5.728262;5.568876;5.920622;5.982695;5.925405;5.686647;5.803268
VAX1 ;4.816299;4.729506;4.952949;4.90884;4.953873;5.213887;4.950425;4.969464;5.116474;5.056993;4.499224;5.211403
GTDC2 ;5.906364;5.983172;5.639232;5.754538;5.760287;6.124082;5.95126;6.103684;6.053822;5.969043;5.50912;5.978483
CCND3 ;5.390869;5.533403;5.406924;5.337159;5.334713;5.653714;5.649947;5.528472;5.794412;5.69876;5.403211;5.608876
UBXN2B ;6.189484;6.269132;6.120502;6.075869;6.09765;6.586045;6.19733;6.79967;6.262197;6.440437;6.218831;6.379684
WDTC1 ;7.255709;7.583069;7.246751;7.356939;7.378969;7.717671;7.79775;7.520837;7.522154;7.616274;7.31411;7.562338
COMMD3 ;7.251714;7.413721;7.397655;7.448553;7.329209;7.648327;7.594917;7.781515;7.559019;7.573241;7.341105;7.550844
C21orf91 ;6.672202;6.579894;6.581315;6.608731;6.634867;6.788678;7.001313;7.103738;6.738481;6.859155;6.676402;6.832564
FCRLA ;6.284274;6.219588;5.980393;5.946154;5.892789;6.077031;6.368397;6.71199;6.13209;6.382207;5.976377;6.382207
LOC100507424  // ITFG2 ;4.831937;4.484735;4.53036;4.715403;4.220685;4.963353;4.818322;4.783957;4.792008;5.076722;4.470037;4.569936
ITM2C ;8.843979;8.994287;9.032043;8.940178;9.008656;9.268312;9.24748;9.004677;9.322048;9.183293;8.914116;9.262253
VEGFB ;7.473894;7.604318;7.547237;7.335386;7.471188;7.887017;7.694027;7.52652;7.899992;7.868607;7.551003;7.720755
TRABD ;7.023713;7.018355;7.080471;6.852208;7.075402;7.360523;7.381592;7.104777;7.252679;7.282363;6.832246;7.100309
TOP3A ;6.34411;6.280792;6.355994;6.428513;6.381266;6.623282;6.58054;6.629552;6.648839;6.63188;6.405742;6.544931
ZNF569 ;5.729936;5.432392;5.906219;5.710962;5.479304;6.018481;5.890988;6.145325;5.703087;5.895097;5.538941;5.843887
GTPBP1 ;7.360668;7.45454;7.509479;7.220895;7.379233;7.547466;7.813817;7.586251;7.523458;7.678847;7.332814;7.685764
LOC100132707 ;6.278088;6.435751;5.966677;6.510479;6.363085;6.395714;6.711344;7.156057;6.66971;6.559887;6.371816;6.300909
NPIPA1 ;10.08253;9.901686;9.968742;9.970892;9.867875;10.28467;10.30297;10.14443;10.2425;10.15885;10.04562;10.2226
TMEM66 ;8.095537;8.17312;8.20714;8.162858;8.133028;8.305643;8.42401;8.488808;8.368568;8.485837;8.205331;8.393316
MTCP1 ;5.70343;5.711463;5.557249;5.542871;5.659427;6.009833;5.786561;5.998321;5.965502;5.86567;5.463189;5.633175
ENPP2 ;4.221053;4.330266;4.773128;4.061507;4.898381;4.52543;4.651992;5.220521;4.778256;4.791995;4.412981;4.664
KLHDC1 ;6.201389;6.0166;5.992177;6.068459;5.323873;6.285261;6.367419;6.323278;5.874033;6.102722;5.336766;5.971941
STK4 ;7.729158;7.686508;7.683962;7.742171;7.546229;7.924124;7.85946;8.059517;7.99474;7.994874;7.625416;7.744281
DLG3 ;5.872841;5.747249;5.61938;5.696403;5.647489;5.912228;5.903448;6.039322;6.019949;5.97504;5.685954;5.942914
RPS6KA6 ;4.965663;4.714809;4.57663;5.122073;5.444178;5.205781;5.707445;5.535647;4.897882;5.06497;4.964706;5.348122
KCND1 ;4.985454;4.607464;4.870265;4.646351;4.816281;4.912749;5.018302;4.965364;5.406922;5.027079;4.935248;5.247153
LOC728989 ;4.562313;4.677428;4.797629;4.525238;4.997958;5.082966;5.24614;4.748336;4.668223;5.283809;4.689278;5.023415
ABCA1 ;9.032061;9.011604;9.086407;8.989198;8.98678;9.256344;9.410947;9.209236;9.274953;9.402316;9.139182;9.218614
FLJ14186 ;8.166224;8.226027;8.168729;8.072286;7.989291;8.36296;8.435105;8.760782;8.246781;8.448603;8.235349;8.271324
ALKBH2 ;6.071372;5.796382;6.064477;5.999636;6.024111;6.257639;6.25247;6.284738;6.24474;6.284635;5.911811;6.09785
UHRF1BP1L ;7.855992;7.931733;7.758878;7.585511;7.804998;8.053175;8.018126;8.249146;7.853322;8.249138;7.872994;8.035007
IQSEC1 ;7.145063;7.215856;7.242677;7.045503;7.036922;7.431346;7.363615;7.307458;7.376318;7.452473;7.190302;7.472822
ZNF786 ;5.726104;5.342141;5.648069;5.679417;5.729781;6.107042;5.671566;5.762028;5.788251;5.966317;5.563468;6.101521
PDCD4 ;9.06868;8.965672;9.111848;8.854373;9.015373;9.288944;9.180206;9.358691;9.191711;9.165472;8.859413;9.250484
GLIS2 ;7.506741;7.333173;7.336181;7.426838;7.502528;7.675465;7.613476;7.638095;7.688268;7.608327;7.34098;7.735332
SAMD5 ;4.166644;4.310611;4.674655;4.598487;4.499851;4.834325;4.745758;4.945764;4.966646;4.456648;4.62079;4.68398
TBCK ;7.682133;7.687447;7.753515;7.675433;7.67;7.927032;7.952915;8.228594;7.72386;7.858212;7.578447;7.98054
AMER1 ;5.410562;5.136003;5.220534;5.182569;4.979424;5.593112;5.215771;5.579255;5.274016;5.666361;5.094433;5.403855
CPD ;9.718833;9.689421;9.610689;9.633517;9.570806;9.888985;9.829824;9.941846;9.86731;9.935452;9.693947;9.937516
SDHAP1 ;6.517569;6.145554;6.512447;6.618887;6.551411;6.816232;6.89535;6.489643;6.704511;6.549598;6.347239;6.985393
CDKN2A ;5.120763;5.293179;5.116458;5.105514;5.320951;5.452849;5.444458;5.38989;5.506152;5.46283;5.136141;5.372603
YME1L1 ;4.308095;4.153978;4.418169;4.41782;4.625629;4.563033;4.7358;4.536711;4.703811;4.632757;4.159773;4.570279
ENTPD3 ;3.880136;4.060876;4.425728;4.368598;4.263372;4.442326;4.341285;4.647486;4.191435;4.614247;4.164965;4.71002
GOLGA6L9 ;6.671058;6.690266;6.545759;6.747223;6.392098;6.966784;7.001696;6.899627;6.907541;6.861877;6.816927;6.840503
OTTHUMG00000165033  // RP11-103H7.3 ;5.073967;5.316945;5.306988;5.539534;5.479184;5.439246;5.486633;5.438758;5.740219;5.770068;5.473262;6.161716
OTTHUMG00000009500  // RP13-221M14.2 ;4.401441;4.441011;5.310757;4.933893;5.266362;4.992777;5.269349;5.929704;4.892706;5.350711;5.022069;5.085734
GPR124 ;8.543667;8.555138;8.469484;8.420857;8.590626;8.839582;8.732116;8.67136;8.728519;8.839161;8.477221;8.761371
ITFG3 ;6.512672;6.790844;6.534552;6.476143;6.534766;6.982703;6.822823;6.567423;6.842288;7.078393;6.495668;6.737588
RPP25L ;5.610113;5.816313;5.907068;5.915013;6.012134;6.127778;6.188344;5.824562;6.17153;6.529497;6.003449;6.185831
ZPLD1 ;4.89783;4.725773;4.758442;4.674908;4.539981;4.168438;4.514074;4.526927;4.547249;4.377712;5.074589;4.520116
C12orf44 ;7.637483;7.531925;7.575071;7.449007;7.496434;7.36313;7.223377;7.055789;7.327183;7.218197;7.417337;7.034226
VBP1 ;6.098411;6.16491;6.123647;6.15192;5.910697;5.802192;5.786538;5.855498;5.492122;5.778399;5.93589;5.76532
GALNT1 ;9.990335;10.09592;10.20895;10.20323;9.980777;9.7212;9.747123;10.04712;9.637485;9.72792;10.13271;9.822782
NOP10 ;9.953786;9.99128;10.10703;10.0413;9.93522;9.732506;9.731972;9.70986;9.731073;9.663132;10.04737;9.765677
SNORD114-28 ;8.757118;8.564548;8.477759;8.466916;8.606823;8.219328;8.56035;6.943316;8.49696;8.62235;8.751394;8.109473
LOC100288798 ;5.588772;5.718259;5.450943;5.400206;5.50342;5.369114;4.955323;5.396847;5.236641;5.395991;5.620502;4.880714
OTTHUMG00000034834  // RP3-471M13.2 ;4.840281;4.887414;4.607698;4.721729;4.873345;4.697091;4.177485;4.497647;4.234798;4.486456;4.718928;4.562738
UBXN6 ;9.251078;9.090732;9.249058;9.127798;9.285204;9.010412;8.940269;8.66198;8.933993;8.91163;9.364016;9.018397
GLRA4 ;4.580113;4.958134;4.881;4.60089;5.004772;4.091337;4.177446;4.796266;4.580053;4.0136;4.609817;4.711231
PSMD14 ;8.622883;8.529936;8.638294;8.772669;8.489265;8.20093;8.39669;8.495646;8.225428;8.251992;8.648039;8.260118
VPS4B ;9.085259;9.035645;8.999533;9.006725;8.932619;8.717628;8.681744;9.016892;8.537545;8.616976;8.956759;8.513236
DPM1 ;9.879936;9.885767;9.945457;10.01235;9.789857;9.535348;9.461222;9.912488;9.428414;9.51324;9.836783;9.564686
EIF4E2 ;7.71289;7.796601;7.807643;7.677665;7.541555;7.481671;7.404671;7.471325;7.340737;7.471674;7.761363;7.303941
DOCK6 ;7.718427;7.710348;7.706769;7.613562;7.614715;7.323334;7.545485;7.360456;7.311377;7.347765;7.73884;7.425688
EIF5AL1 ;4.791073;4.875741;4.782359;4.709228;4.901948;4.820165;4.513486;4.356209;4.607035;4.415972;4.909535;4.299737
MIR635 ;6.332917;6.648283;6.704645;6.662031;6.522511;6.432848;6.098317;6.313995;6.120241;6.232953;6.232376;5.812924
ATP6V1C1 ;9.095619;9.000795;9.043604;9.061308;8.981043;8.78798;8.639881;9.05036;8.531572;8.607713;9.112022;8.748777
KRTAP5-6 ;5.32522;5.061623;5.033207;5.084426;5.108715;4.646513;5.0959;4.756148;4.571851;4.731224;5.169479;4.991508
RPL13A ;5.453851;5.524001;5.351821;5.316236;4.990847;5.164523;4.970887;4.921496;5.108147;5.198658;5.733;4.944304
RPS14 ;6.673733;6.490371;6.296786;6.496031;6.444196;6.287745;6.278102;5.867909;6.084576;6.200143;6.349275;6.083975
MIR3156-3 ;5.37306;4.975904;4.935884;5.19096;5.427262;4.670194;4.757735;4.672187;4.819524;4.696983;5.183385;5.330552
EOGT ;10.47602;10.50232;10.51483;10.52326;10.36466;10.20749;10.05379;10.54967;9.997227;10.04387;10.4432;9.99888
TIMM13 ;9.93777;9.985181;9.847013;9.934257;9.879661;9.711799;9.694155;9.038818;9.655437;9.73159;9.906882;9.608501
IL1F10 ;4.860714;5.147955;5.022877;4.683792;4.992199;4.487568;4.601783;4.848224;4.763333;4.667873;5.214093;4.561759
ARMC9 ;7.66974;7.74355;7.860934;7.627796;7.583353;7.472209;7.465268;7.363344;7.266788;7.511544;7.712877;7.276568
OTTHUMG00000165330  // RP11-91I20.2 ;4.982849;5.304608;5.345929;5.187412;5.205036;5.110695;4.949011;4.700924;4.913449;4.539418;5.082519;4.89289
DESI1 ;8.248277;8.393324;8.291176;8.238525;8.24367;8.082806;8.057995;7.886599;8.017506;7.961797;8.283108;7.92743
AXL ;10.36067;10.56651;10.45042;10.37078;10.51519;10.27827;10.25998;10.02527;10.24108;10.12612;10.50437;9.984063
VTRNA1-3 ;7.917555;8.026419;7.836683;8.052967;8.021429;7.60662;8.06945;7.044043;7.759071;7.81988;8.141154;7.498534
TGFA ;5.297325;5.402977;5.568567;5.431475;5.575894;5.140492;5.236992;5.223502;4.942923;4.85698;5.383069;5.310163
LMO4 ;7.376122;7.379372;7.276667;7.347671;7.32141;6.964531;7.148499;6.799463;7.062878;7.06117;7.19178;7.024075
KANK1 ;4.392889;4.57984;4.696965;4.460038;4.551879;4.052203;4.323623;4.153294;4.492714;4.032296;4.465466;4.15103
MEOX1 ;6.265441;6.455135;6.209804;6.397262;6.459526;5.854703;6.098382;5.658846;6.164115;6.134198;6.455666;6.305958
APOPT1 ;6.729525;6.705381;6.962319;6.81404;6.682862;6.463513;6.445405;6.617094;6.614253;6.420389;6.974389;6.447555
KATNA1 ;7.056829;6.949591;7.248379;7.251866;6.751788;7.01689;6.816247;6.806987;6.703981;6.671516;7.2137;6.379865
DNAPTP3 ;10.47344;10.06525;10.32718;10.3553;10.3236;10.08321;10.0246;9.438662;10.27322;9.880537;10.37119;10.09508
C11orf91 ;6.323362;6.350713;5.817797;6.277244;6.332308;5.89214;5.973599;5.956406;6.025221;5.868955;6.195683;5.544437
TFPT ;8.408275;8.591617;8.439692;8.39458;8.411156;8.240211;8.223361;8.132363;7.970846;8.105814;8.521256;8.270677
ENOPH1 ;7.85552;7.833121;7.695843;7.775682;7.789838;7.676818;7.620542;7.563136;7.393451;7.471361;7.863081;7.171361
OSBPL11 ;7.341545;7.389894;7.473019;7.519876;7.426611;7.785008;7.791571;7.788543;7.5372;7.735471;7.477234;7.523906
DYRK1A ;8.130563;8.364841;8.226734;8.295267;8.18491;8.529127;8.424397;8.650254;8.503187;8.414921;8.304411;8.488882
ZFYVE1 ;7.02123;7.119533;6.939634;6.898624;7.13727;7.411193;7.287263;7.136685;7.178742;7.374111;6.972903;7.237379
C19orf54 ;6.533303;6.852088;6.441648;6.608909;6.612492;7.173238;6.916602;6.782625;6.623176;7.030383;6.726929;6.915
EXO5 ;5.784094;5.860677;5.508325;5.611216;5.426405;6.023332;5.9205;5.704797;5.804334;6.13866;5.7154;5.964472
CDC14B ;4.549514;4.508087;4.481992;4.92379;4.574568;4.982248;5.143583;4.468435;4.785798;5.16523;4.567631;4.819736
PNRC1 ;10.03801;10.17996;10.14562;10.01538;10.15724;10.34479;10.29952;10.37019;10.33269;10.35565;10.04339;10.32248
ZBED6CL ;5.13908;5.330844;5.325593;5.714973;5.450888;5.506422;5.524694;5.772835;5.848747;5.552664;5.28496;5.712197
MRVI1 ;5.717636;5.70954;5.892543;6.009485;5.965209;5.963376;6.146887;6.301614;5.935476;6.31156;5.932861;6.191032
CPXM1 ;4.762627;5.005726;4.663284;5.272151;4.919118;5.095175;5.050096;5.274424;5.098132;4.899028;4.366017;5.399312
LOC100130428 ;4.583405;5.278516;4.948575;4.200509;4.672881;5.3377;5.368477;4.505995;4.962615;5.214962;4.886589;5.186987
AIFM1 ;7.701839;7.723722;7.693498;7.792811;7.683454;8.025658;8.011941;8.024423;7.785483;7.9766;7.705425;7.955266
